accessories,accommodation,alcohol,audio_equipment,beverages,books,cameras,car_rentals,clothing,coffee_shops,dairy_products,desktops,electronics,fast_food,food_delivery,fruits,groceries,gym_memberships,jewelry,laptops,magazines,meat,movies,music,outdoor_activities,public_transportation,restaurant_meals,seafood,shoes,smartphones,snacks,software,sports_equipment,streaming_services,tablets,travel,vegetables,video_games,watches,income
22.84,69.52,38.04,31.31,54.79,36.42,21.54,52.46,34.28,38.96,94.43,22.93,54.32,75,57.9,75.52,113.46,51.7,16.01,32,34.39,95.36,49.64,50.67,48.77,49.59,75.42,77.65,27.69,42.43,57.48,21.45,33.95,68.16,32.31,66.03,73.83,42.73,13.61,364.09
42.3,-0.31,58.74,6.21,89.25,1.19,4.41,1.62,71.5,60.69,147.13,2.53,8.94,117.07,86.81,117.06,175.65,1.95,29.46,6.4,0.7,145.01,2.04,0.2,1.71,0,117.41,116.37,59.06,7.69,86.59,3.73,0.56,-0.63,8.38,-0.63,118.33,11.34,27.34,189.48
35.47,51.13,1.73,42.42,1.46,26.57,27.88,38.38,58.41,0.58,3.37,28.68,73.5,3.42,2.07,2.09,3.41,37.17,23.12,44.23,26.54,3.77,37.32,40.86,37.92,39.4,1.65,3.34,45.47,57.25,1.09,28.14,26.15,52.18,43.33,53.26,3.17,59.38,22.8,412.81
3.66,11.15,23.7,101.58,37.72,5.1,68.04,7.38,4.11,24.04,62.34,67.75,171.52,50.22,35.27,49.23,73.32,7.07,1.77,100.77,4.25,60.05,7.12,6.13,6.02,7.9,47.23,48.03,5.42,133.92,35.86,69.14,4.42,11.06,101.47,10.7,48.33,136.51,4.59,723.11
20.18,57.24,14.91,19.87,22.79,27.91,13.06,42.67,36.5,14.97,38.97,13.87,29.33,32.46,23.97,31.91,47.14,42.24,15.91,17.77,29.48,39.68,43.32,43.35,43.1,43.06,29.74,30.92,28.12,25.14,24.51,13.24,29.4,56.61,18.5,56.57,31.59,26.39,14.73,242.74
31.17,69.03,32.15,104.32,50.09,33.73,70.99,50.4,51.26,33.4,80.85,68.86,173.18,64.08,47.79,62.93,96.73,51.19,20.76,104.52,33.33,79.75,50.91,50.49,52.12,49.58,65.88,66.83,41.71,138.33,49.29,69.04,34.59,65.79,101.76,68.1,63.48,136.32,19.96,850.5
18.75,22.82,21.31,123.15,28.04,10.97,81.98,17.57,31.46,21.33,49.49,82.17,204.08,39.19,28.51,38.3,56.33,14.99,12.48,120.48,9.86,47.27,15.98,15.82,13.13,15.06,38.11,38.81,25.48,164.02,29.17,81.22,10.58,22.52,122.19,21.52,37.47,162.68,14.29,893.24
22.55,92.34,6.63,0.57,11.76,45.45,0.82,71.31,39.1,5.71,18.67,0.86,1.67,14.99,10.75,13.2,19.28,70.33,15.88,-0,45.76,18.25,70.08,69.11,69.99,67.99,13.92,13.99,31.77,1.86,9.51,0.29,46.81,92.93,1.86,91.25,12.71,0.99,15.7,151.35
18.13,47.15,12.35,144.44,18.57,23.68,97.13,35.85,30.4,11.42,27.06,96.49,242.35,23.59,16.72,22.46,34.04,37.71,11.93,145.35,23.54,27.5,35.16,33.91,34.52,35,22.96,22.15,25.08,192.97,16.89,97.51,23.34,48.57,144.85,47.92,22.83,193.87,11.22,1062.5
12.27,37.85,39.47,27.62,57.54,17.61,18.22,27.09,20.09,38.74,96.72,18.01,47.14,76.83,57.68,75.69,116.21,27.97,8.07,29.9,17.91,97.24,28.01,27.18,27.83,28.16,77.58,75.15,15.61,37.96,56.87,18.82,22.19,37.92,27.98,36.92,76.88,38.58,8.29,286.46
7.42,55.97,33.48,89.29,48.76,28.68,62.06,40.79,11.5,33.31,82.19,60.97,150.96,64.45,48.03,67.16,99.31,41.36,6.04,90.89,26.73,80.83,42.67,41.6,42.57,41.08,66.57,65.13,10.04,121.13,50.65,62.63,27.55,54.96,92.57,56.16,65.02,122.23,4.47,708.78
22.37,84.96,62.82,0.47,91.45,41.32,0.38,64.27,34.93,61.73,155.65,0.18,2.66,123.31,92.45,124.34,186.42,62.82,14.72,1.13,41.08,155.02,62.13,61.19,62.06,63.17,125.09,122.45,30.38,1.69,94.61,0.53,42.51,85.04,0.9,82.88,123.68,1.63,16.46,195.4
28,91.41,60.64,20.63,89.48,46.96,14.55,68.28,45.34,59.4,150.52,16.21,37.6,120.16,91.01,118.91,180,70.03,16.75,22.33,46.25,150.33,70.7,70.15,69.64,70.27,121.06,118.73,35.72,27.48,89.75,14.88,46.81,93.21,20.6,92.45,119.71,30.35,18.74,356.16
34.56,62.52,33.22,10.13,51.06,30.53,5.21,46.76,58.6,33.59,83.98,6.64,14.6,68.64,51.18,67.7,101.82,46.45,22.8,8.81,31.42,84.61,45.82,47.71,45.85,46.01,67.48,68.74,44.31,13.77,50.76,6.14,29.93,64.8,9.21,61.08,67.15,13.13,23.88,230.29
15.91,-1.38,9.39,73.99,13.29,0.98,49.13,-0.19,27.9,7.89,22.76,49.96,120.58,18.89,14.42,16.55,26.26,1.52,10.21,72.78,1.34,21.85,-0.45,4.17,1.76,1.24,19.26,18.06,23.67,97.97,12.7,50.68,0.14,-0.08,72.09,0.22,18.92,96.13,10.45,529.45
6.92,47.25,40.89,4.78,61.11,22.81,3.49,34.66,11.82,42.04,101.21,3.95,5.81,80.12,61.34,80,122.59,32.54,4.59,4.56,22.9,100.7,33.46,34.3,35.43,33.88,81.76,81.63,9.36,5.95,61.07,3.84,21.86,46.32,6.39,47.65,80.32,7.43,5.37,131.99
8.18,7.04,18.8,66.98,27.14,4.32,44.99,5.97,15.74,17.65,44.21,44.26,112.28,35.7,26.88,36.85,53.28,4.81,6.56,65,4.28,45.2,5.01,5.35,7.04,6.45,34.32,35.44,13.64,89.64,26.53,44.33,3.64,6.47,66.89,7.24,35.83,88.83,6.38,486.99
13.47,23.68,5.09,66.89,10.52,12.48,43.23,17.69,18.44,7.48,16.38,43.7,109.47,11.86,9.8,13.22,21.08,18.15,7.93,65.04,11.43,16.41,17.76,17.28,19.54,18.03,12.61,14.71,16.32,88.35,10.04,44.33,12.08,23.64,65.82,22.82,13.31,87.7,9.27,491.29
3.44,85.01,21.88,137.31,31.73,41.44,90.93,62.36,9.48,21.39,54.48,88.08,225.24,44.49,33.86,44.11,65.84,63.32,4.95,136.01,40.38,53.47,62.21,63.76,63.22,64.6,45.29,42.43,6.99,180.86,32.72,91.35,43.25,85.1,136.2,83.72,42.18,179.9,2.96,1025.8
39.11,79.12,44.27,53.65,66.78,39.2,36.76,59.64,65.38,44.62,112.39,34.76,89.89,90.2,67.38,88.92,136.24,59.79,27.91,55.73,39.06,114.06,60.94,59.73,58.7,61.6,88.56,89.17,53.37,73.63,68.09,36.39,39.75,79.2,55.48,80.47,91.21,73.22,27.42,565.04
40.66,90.82,43.26,109.28,66.57,44,73.18,67.38,69.33,43.03,110.82,71.93,182.73,89.35,66.49,86.38,132.44,68.18,27.04,109.12,45.2,108.4,69.33,67.29,70.64,65.88,86.76,87.51,57.09,145.93,65.77,73.38,45.65,93.42,109.35,91.98,88.43,146.07,29.89,949.15
16.33,53.62,52.38,123.37,82.79,27.77,81.45,41.21,30.24,52.91,135.75,82.73,204.6,108.29,82.01,109.56,165.63,40.52,12.67,123.94,27.75,135.95,38.87,40.46,41.64,42.71,108.1,110.55,22.24,162.61,82.15,83.29,28.12,55.15,121.69,53.8,109.3,164.37,9.86,960.85
34.11,58.89,21.07,41.64,29.44,30.47,28.76,43.36,58.98,22.41,50.39,29,71.03,42,30.93,40.87,61.64,43.73,22.21,41.78,28.82,49.67,45.76,45.25,45.76,44.13,38.98,42.07,45.26,54.61,31.43,27.52,29.91,58.64,40.2,58.96,41.23,57.16,23.93,432.77
23.7,85.27,20,121.63,30.71,41.95,80.22,64.7,41.38,22.68,53.51,80,203.97,39.14,33.1,40.94,63.44,66.55,17.41,123.07,41.22,54.18,63.61,63.12,65.29,65.13,42.52,40.41,34.59,162.12,29.12,82.05,41.41,86.37,121.06,85.52,41.61,162.55,17.08,966.88
6.18,32.56,60.32,129.8,89.78,16.99,85.34,23.41,13.03,59.89,149.99,86.98,217.41,119.47,89.04,118.58,177.26,23.11,4.2,129.17,16.29,149.37,23.42,26.11,25.62,24.83,118.42,118.2,9.16,173.67,89.88,86.55,16.35,35.56,131.61,31.33,119.25,172.96,4.21,975.97
24.5,92.26,50.45,131.96,77.63,45.09,87.2,67.46,39.77,52.93,130.36,86.9,217.37,103.82,76.65,104.62,155.11,67.39,15,132.11,44.98,129.02,68.52,67,67.03,67.16,102.55,103.69,31.99,174.76,77.91,86.92,44.21,90.25,129.56,91.12,103.8,175.05,15.22,1061.71
16.77,44.89,54.16,38.61,79.75,21.11,23.26,32.05,29.94,52.73,134.19,25.3,60.27,108.01,82.14,106.5,161.51,33.76,12.86,36.29,20.52,133.6,33.46,33.8,33.08,31.69,107.31,107.44,21.54,47.91,78.49,26.02,19.73,43.24,35.06,44.65,107.24,48.39,10.11,372.39
16.68,65.38,5.89,78.93,8.89,31.56,52.11,48.93,27.64,4.97,14.94,52.48,132.74,12.43,10.42,10.98,18.86,47.72,10.84,78.44,31.62,13.98,49.19,49.22,47.44,49.1,10.66,13.5,21.82,107.05,8.23,52.31,32.87,64.2,81.67,64.33,12.74,105.76,13.9,633.04
43.69,67.09,19.61,47.89,30.17,33.34,34.29,50.68,71.17,18.14,48.83,32.34,80.03,39.64,31.5,40.22,60.12,52,27.67,48.42,35.99,49.16,49.09,49.32,48.47,50.5,39.74,39.48,57.17,66.26,29.85,30.53,33.86,66.62,48.93,65.97,39.67,64.72,29.21,496.96
3.03,8.53,9.49,91.17,19.36,3.62,62.29,4.08,7.79,11.75,31.75,62.28,154.91,23.54,19.63,24.28,36.61,5.93,3.27,92.86,3.59,30.55,5.3,5.6,6.31,6.45,24.53,24.8,6.41,121.33,16.93,61.72,3.14,6.82,91.15,8.83,23.98,123.22,3.07,643.87
11.92,41.66,55.35,141.51,83.2,23.07,97.01,31.08,19.87,56.75,138.39,94.91,241.81,111.56,83.23,111.24,167.19,31.92,7.6,145.47,23.22,138.9,34.23,31.26,30.45,32.72,110.4,111.68,16.05,191.69,84.01,95.92,21.66,42.16,143.74,42.78,111.52,193.63,7.04,1085.09
32.49,45.52,18.29,5.23,27.5,23.99,2.71,34.4,52.95,18.6,47.33,3.2,6.22,37.92,28.09,36.14,55.33,34.19,20.8,3.89,23.66,46.31,35.04,34.16,35.81,33.45,35.89,37.03,41.53,3.24,27.39,1.27,22.29,45.62,3.03,46.75,37.35,5.73,20.33,149.24
38.51,39.48,24.17,141.16,37.16,19.43,95.94,32.26,64.75,25.85,62.09,93.29,234.13,50.5,37.48,49.24,75.11,29.22,25.09,140.71,20.68,61.96,32.46,30.94,30.14,31.36,47.99,49.45,49.14,187.24,38.31,94.2,18.96,40.79,141.88,39.75,48.57,187.07,25.27,1078.43
26.11,47.24,28.99,125.3,43.32,25.24,84.02,36.34,44.4,28.08,70.2,82.09,207.38,54.51,41.34,57.2,84.53,36.41,16.05,122.92,23.59,69.84,36.24,34.6,36.01,36.22,55.55,56.2,34.83,166.45,43.22,82.02,23.91,49.2,124.19,47.74,57.99,164.49,16.92,957.51
25.94,4.89,49.84,104.48,72.35,2.33,69.99,1.21,44.94,47.34,122.75,72.79,174.6,97.63,74.34,98.76,145.39,2.08,18.38,104.12,1.48,121.6,1.73,4.03,4.48,2.31,96.48,96.89,35.39,140.14,74.36,70.87,1.96,3.66,105.44,5.41,97.67,141.09,16.35,803.83
19.12,90.61,22.73,113.28,35.15,45.15,76.37,70.05,31.04,22.16,58.37,75.19,189.58,46.76,34.76,47.22,69.73,68.38,12.78,114.39,45.15,58.16,68.09,66.17,67.83,67.4,47.99,46.94,23.57,152.07,37.23,77.31,45.44,89.77,114.4,90.5,48.7,151.95,10.56,908.06
8.61,21.11,65.54,12.55,98.8,9.9,7.68,16.51,10.94,64.77,163.61,8.63,19.89,132.29,99.48,132.22,196.63,15.94,4.07,12.91,10.11,163.68,15.78,16.17,12.83,16.05,131.47,132.24,8.98,13.68,99.55,7.4,10.79,19.7,11.32,20.87,131.22,16.14,3.11,183.27
38.9,61.1,58.13,7.6,86.44,29.52,5.9,45.03,64.31,58.15,145.41,4.42,15.2,117.57,88.64,116.33,174.5,44.95,27.13,9.12,30.41,145.46,43.6,42.81,44.15,45.42,116.49,117.79,50.12,11.68,88.2,4.5,32.69,58.86,7.16,60.11,116.29,13.3,26.71,254.25
43.14,43.12,15.7,78.67,23.64,19.54,53.99,31.33,72.53,16.36,39.13,55.03,131.99,30.83,23.69,32.1,46.87,31.71,28.06,80.87,19.24,37.73,33.21,31.22,31.56,30.01,29.89,30.32,57.67,106.59,24.84,55.94,19.62,43.29,78.83,41.79,30.47,105.53,27.48,672.05
8.46,54.74,24.41,117.04,38.49,28.69,77.72,39.19,16.98,27.18,65.01,76.91,197.21,49.54,39.32,52.12,76.97,39.93,7.76,118.77,26.19,65.6,40.44,40.97,42.29,40.12,50.92,51.8,13.08,157.16,37.67,77.11,28.26,55.21,117.13,55.93,51.36,157.21,6.96,883.1
-0.34,85.5,21.63,115.61,31.68,42.66,75.92,63.21,0.97,20.71,48.41,77.99,194.04,40.39,29.96,40.06,58.98,63.89,-0.33,115.57,41.97,48.46,65.33,63.65,64.47,65.41,37.86,39.35,0.01,155.8,29.2,77.63,41.99,84.45,116.29,84.55,39.85,155.15,1.26,878.22
24.04,92.87,62.32,115.55,97.36,46.09,78.16,69.94,42.19,64.55,160.13,77.27,194.96,127.62,95.12,127.14,189.08,68.47,15.84,116.6,43.46,158.96,70.85,69.9,72.52,69.66,128.67,129.24,32.83,157.3,94.1,77.45,46.56,92.61,116.86,92.8,128.89,156.91,17.63,987.81
20.23,37.57,18.76,87.55,29.13,20.01,58.07,27.81,33.46,21.08,47.05,57.61,143.74,36.78,29.17,38.16,56.76,28.85,12.68,84.53,19.15,49.91,26.05,28.9,27.91,27.36,38.04,37.37,26.13,115.38,29.26,58.54,18.85,38.7,88.26,37.31,37.04,115.07,13.98,675.25
5.08,14.14,32.37,93.79,45.03,4.76,62.4,11.26,4.08,30.72,74.61,62.74,154.74,60.32,46.69,61.26,90.66,9.59,3.05,94.79,6.59,76.61,10.87,12.5,9.76,10.21,61.69,60.56,4.78,122.77,47.28,61.62,7.96,13.15,93.09,13.66,60.32,122.17,1.57,668.72
35.89,98.08,45.2,54.16,69.1,48.48,38.19,72.05,56.18,45.4,116.1,36.99,90.94,92.85,69.7,91.77,135.05,72.1,24.16,54.54,49.3,114.15,73.31,71.16,72.24,70.96,89.94,93.06,47.18,73,68.6,37.3,48.55,95.7,54.32,96.07,92.78,70.73,22.02,570.51
40.42,6.2,24.39,21.96,36.61,2.25,15,3.59,69.34,23.99,59.66,14.52,37.44,49.26,36.81,47.9,71.79,4.26,26.38,22.49,2.85,62.81,4.11,5.17,5.79,6.71,48.15,49.06,55.54,28.02,35.96,14.37,3,4.45,22.2,5.65,48.06,28.45,26.14,257.79
41.72,21.25,31.73,74.75,43.28,11.14,48.73,14.55,66.76,30.17,72.96,50.59,124.25,58.64,44.21,58.94,87.92,15.79,27.7,73.57,9.31,74.65,15.13,16.1,15.51,14.68,58.15,58.93,53.82,98.34,44.02,51.24,10.14,20.09,74.14,20.03,57.29,100.07,26.58,624.67
15.99,39.85,1.28,34.54,2.87,21.14,23.88,29.14,27.44,1.65,5.12,23.39,60.52,2.29,2.26,3.81,4.82,31.71,11.7,36.11,20.4,4.15,30.74,29.58,31.46,30.18,4.92,5.54,22.24,48.66,2.1,23.83,21.39,38.99,35.44,39.39,3.13,47.29,12.04,314.19
21.92,51.52,21.05,117.95,29.49,25.14,78.45,38.61,35.81,21.92,51.56,77.87,197.1,42.05,29.79,40.6,61.03,39.45,14.57,119.06,24.37,50.81,38.44,39.04,38,39.11,39.01,41.02,29.7,156.8,30.27,78.97,26.12,51.86,116.59,50.96,41.28,158.15,13.78,901.59
21.91,5.05,23.26,143.78,33.47,3.3,96.62,2.16,34.99,22.11,57.35,94.93,241.13,46.39,33.59,46.37,68.08,1.91,13.08,144.81,0.99,55.81,2.88,2.63,1.99,3.52,44.5,45.86,27.58,192.86,36.02,95.3,3.1,5.27,142.24,4.96,44.58,191.62,13.58,1030.9
6.47,15.08,26.9,92.22,39.57,8.03,62.62,11.65,10.48,26.34,66.03,63.18,155.53,52.35,38.48,54.2,81.1,9.51,3.86,95.55,6.23,66.18,9.34,11.46,9.39,11.49,53.22,55.24,8.97,123.65,38.41,61.39,8.08,12.59,94.38,12.26,52.07,124.95,3.46,679.78
1.24,38.89,59.84,75.85,90.38,18.48,50.87,29.1,4.55,62.4,151.2,53.03,126.68,120.56,92.31,122.78,183.02,29.57,0.5,76.21,20.08,152.74,28.72,28.28,27.73,29.45,121.37,120.59,3.57,103.45,93.24,51.9,19.74,38.09,79,37.78,122.96,102.78,4.49,621.41
22.44,43.11,59.35,31.35,85.2,21.68,22.3,31.15,37.82,58.3,142.95,22,51.57,113.26,85.29,113.35,172.38,31.62,14.37,33.11,19.12,141.69,30.81,32.75,32.16,30.88,116.33,112.2,30.97,41.99,86.1,21.48,21.35,42.52,30.15,43.35,116.34,42.91,14.29,355.71
12.42,83.96,31.91,51.49,45.84,41.96,34.19,62.97,23.29,31.04,77.91,35.79,87.04,61.38,47.74,61.49,93.69,64.59,9.31,52.83,41.47,77.33,62.16,63.36,63.89,64.35,61.59,61.22,19.53,68.55,46.34,35.06,43.06,84.73,51.64,87.27,62.06,69.48,7.97,487.36
11.83,42.01,15.95,103.04,23.76,21.33,67.04,32.15,17.52,16.14,38.67,69.43,173.37,31.4,23.84,29.11,48.08,31.87,8.71,103.48,18.3,38.73,30.78,31.49,30.43,32.29,33.22,31.38,14.7,137.19,24.21,70.26,21.99,42.27,101.93,42.73,31.9,138.48,7.66,767.94
38.76,22.64,53.86,15.1,80.58,9.58,11.36,18.33,65.06,53.01,132.65,11.78,27.6,107.57,79.13,106.97,161.99,18.29,28.43,18.36,11.91,133.73,17.4,18.71,18.17,20.32,106.75,107.03,51.89,21.77,81.24,12.07,10.33,23.04,17.16,24.78,107.99,23.09,24.37,266.03
1.1,38.64,51.53,23.17,77.54,19.9,16.34,28.28,5.52,51.26,130.65,14.31,37.76,107.17,79.47,103.87,158.96,29.5,3.34,22.48,21.34,130.99,31.77,27.3,30.8,29.14,106.28,107.53,2.55,29.92,80.7,13.47,18.71,37.78,21.85,38.16,106.37,29.89,2.56,249.52
6.65,1.03,7.48,3.58,12.68,-0.05,3.07,0.34,10.71,7.47,18.94,2.6,8.37,16,12.38,15.99,24.37,1.85,3.09,5.03,0.14,20.12,2.24,1.94,0.37,1.35,13.74,14.67,6.59,4.68,10.68,2.47,1.05,1.87,4.51,0.42,12.65,6.79,5.15,53.47
27.45,82.31,20.72,67.32,32.47,41.2,44.21,63.44,46.66,20.74,52.35,44.2,111.92,41.41,32.51,40.92,63.49,63.01,17.86,64.98,40.4,52.27,63.65,63.92,64.21,63.02,43.75,42.54,37.22,87.73,30.92,44.57,43.26,83.07,66.64,83.37,42.53,87.94,19.25,602.63
31.4,0.86,47.55,144.38,68.23,-0.02,98.01,-0.94,55.3,46.35,116.79,94.31,239.72,93.21,67.88,93.34,140.15,1.88,22.06,144.03,-0.94,116.69,0.04,0.26,1.64,-0.74,93.25,93.79,44.82,193.1,69.92,96.2,2.19,1.51,145.05,-0.51,94.34,193.08,20.63,1073.97
22.81,32.51,27.53,14.96,39.27,17.16,8.31,24.73,39.84,26.11,65.61,8.64,22.65,52.04,39.48,52.37,79.54,26.76,17.87,13.52,17.2,67.92,25.42,26.03,23.19,24.69,52.92,53.65,30.68,16.26,39.11,7.81,17.43,32.9,14.33,35.62,53.06,16.78,15.35,197.01
2.14,33.42,64.28,132.56,93.86,17.93,87.51,26.88,3.12,62.72,156.86,88.18,219.31,125.22,95.02,126.18,188.83,27.26,-0.06,131.12,18.99,156.86,27.01,25.71,27.83,27.1,126.96,125.28,1.24,178.53,94.51,88.69,18.52,35.04,132.5,34.53,125.77,175.78,1.82,988.02
46.93,68.21,55.22,82.72,85.83,33.14,54.33,51.47,74.31,58.95,145.59,53.48,133.74,113.77,87.69,115.72,174.38,50.41,28.67,80.27,32.97,145.23,49.71,51.26,51.84,51.14,114.79,116.7,59.28,108.19,85.54,53.89,33.02,67.48,80.29,68.82,115.94,108.07,29.77,753.35
12.14,21.67,49.11,95.42,73.61,11.05,65.12,15.18,22.05,46.57,119.63,63.64,160,95.82,69.99,94.24,142.02,17.01,8.48,98.09,10.77,117.37,17.13,17.5,18.63,18.68,95.6,95.53,16.74,128.92,71.87,64.7,11.98,23.78,98.19,23.22,95.66,131.29,8.5,739.82
19.74,70.38,44.65,7.91,67.48,34.38,6.15,54.1,32.6,45.1,110.46,6.14,15.28,86.6,65.25,88.13,131.85,52.69,11.94,8.6,35.08,108.13,51.74,52.97,51.65,50.76,89.57,87.68,25.72,13.47,68.65,6.31,32.79,71.9,9.48,68.08,87.09,13.3,12.74,215.28
-0.44,3.49,17.82,20.54,29.23,3.17,10.64,1.72,-0.25,18.73,47.68,12.51,34.14,37.61,26.64,37.77,56.93,2.22,1.49,18.99,1.12,48.05,3.52,0.63,1.62,2.16,36.65,36.01,1.04,28.43,27.73,13.25,0.22,2.96,22.04,3.28,37.59,26.63,0.64,164.43
6.32,24.22,45.43,133.49,68.91,11.35,88,18.01,9.4,43.97,114.03,89.9,224.09,90.85,67.44,91.41,138.25,20.27,2.69,132.91,11.05,113.95,17.71,19.67,18.06,16.56,91.88,89.1,7.23,178.13,67.83,89.56,10.38,23.52,133.05,22.42,91.32,178.32,3.62,967.02
5.21,35.87,26.39,1.32,39.49,17.71,-0.82,26.91,10.42,24.64,62.69,0.88,2.8,52.1,38.51,51.93,77.88,28.55,4.05,0.25,17.61,64.41,27.92,27.06,28.42,26.79,50.52,52.86,7.85,-0.16,38.06,0.15,19.8,38.02,1.24,38.82,50.43,0.49,3.35,81.87
9.36,56.95,1.74,17.34,1.88,27.93,11.81,41.9,15.67,2.48,3.59,10.82,27.81,0.08,2.4,1.31,4.21,42.81,6.13,16.75,28.46,1.68,42.82,42.08,41.36,41.53,1.18,2.24,11.12,19.91,0.11,11.75,29.31,55.94,18.81,56.98,2.1,23.3,5.59,187.01
7.17,25.11,12.71,140.26,18.79,12,91.83,18.25,10.55,14.75,33.28,94.2,233.46,27.06,20.96,25.49,38.97,18.67,5.66,140.52,13.86,32.62,18.61,19.35,20.18,19.36,26.33,25.18,8.98,185.74,19.89,92.37,14.45,27.2,140.14,24.64,25.67,187.38,4.32,979.65
17.41,68.23,42.03,97.62,64.16,34.58,66.35,51.89,31.36,44.47,109.49,65.1,166.76,87.84,65.06,87.61,132.05,50.04,11.25,100.6,33.96,107.34,51.23,49.26,51.23,49.09,87.37,86.34,23.1,132.59,67.38,65.79,31.99,67.28,98.18,67.2,88.29,131.86,12.9,805.85
13.96,16.75,66.53,35.87,99.59,7.24,24.07,12.3,20.02,65.73,164.8,25.5,57.98,131.44,100.25,131.13,198.9,10.05,8.53,34.61,6.12,165.21,13.04,12.73,12.41,10.98,133.18,131.79,14.72,46.02,100.66,23.39,8.07,15.61,35.38,16.89,131.27,46.85,6.99,339.84
26.66,38.05,48.77,54.44,71.77,21.14,36.02,28.76,43.48,47.73,119.97,37.58,91.96,94.15,70.33,96.19,144.14,27.73,17.65,55.26,19.8,119.35,29.98,28.44,29.2,28.04,94.57,95.99,32.91,74.36,70.8,35.77,19.37,39.25,57.75,39.5,96.47,74.47,16.37,507.56
-0.61,33.89,67.93,125.3,102.72,17.5,83,25.43,1.33,69.67,172.79,84.17,207.06,137.5,103.87,137.02,207.83,25.39,1.08,124.67,18.66,173.38,24.99,25.55,24.83,27.22,141,138.23,0.49,166.8,104.6,84.07,16.61,35.05,126.71,33.53,138.1,167.49,1.31,934.7
30.6,4.65,4.53,139.25,5.71,2.76,94.39,3.44,49.97,3.02,8.96,93.93,233.2,5.58,4.05,6.02,10.05,4.54,21.52,141.3,2.44,7.93,3.86,4.79,3.99,6.29,6.07,6.3,39.93,186.91,3.77,92.73,2.97,4.58,139.49,6.4,6.21,187.99,19.77,1003.41
7.37,20.81,18.78,126.65,27.29,10.39,85.7,12.84,12.34,18.58,45.94,85.3,210.65,37.18,26.57,34.62,54,13.7,3.75,127.13,10.34,44.21,13.37,13.38,14.52,13.07,37.05,35.22,9.9,170.34,27.28,85.79,9.1,17.72,128.8,16.84,36.66,170.67,4.77,899.49
40.18,27.33,2.36,133.98,5.29,12.06,90.11,19.27,65.16,3.06,6.42,89.07,223.29,4.87,4.72,8.09,9.3,19.78,26.61,131.36,11.71,7.44,19.56,19.02,19.55,20.1,5.27,7.23,52.46,178.47,3.15,87.78,13.66,25.74,131.42,27.33,6.27,179.53,27.52,998.78
5.7,19.54,63.88,50.56,93.88,9.45,32.48,15.32,9.57,63.86,160.32,33.19,83.91,127.68,96.88,129.15,190.5,15.02,5.35,51.45,8.35,156.94,14.87,12.43,15.7,15.08,129.21,127.57,5.59,69.12,94.89,32.69,8.9,20.04,52.01,19.4,127.05,69.05,3.75,433.75
38.81,90.26,17.45,75.19,28.9,46.55,50.41,69.18,60.45,20.24,46.62,51.54,126.35,37.39,29.62,37.98,56.33,67.91,25.89,75.55,44.65,48.38,69.34,69.82,70.12,68.65,38.49,37.08,48.14,99.4,28.51,48.48,44.96,90.55,75.89,92.48,37.7,99.84,22.57,684.94
37.81,68.11,63.21,99.12,96.87,34.72,64.19,52.29,59.77,63.82,159.33,67.24,164.23,126.95,94.25,127.78,188.96,53.04,23.46,97.81,34.01,160.03,53.2,53.36,51.89,52,125.07,127.55,50.94,131.19,95.93,64.24,34.59,69,97.61,68.88,127.54,131.7,24.76,862.25
13.42,6.81,11.57,45.71,15.05,5.51,29.26,6.66,21.56,8.75,24.67,30.13,76.34,19.03,15.68,20.83,31.33,6.57,9.02,47.54,5.06,25.59,6.61,5.83,5.02,6.95,20.69,19.67,17.07,60.61,13.38,31.49,3.92,8.26,47.8,7.33,18.79,60.72,8.84,351.52
16.33,76,55.97,90.64,81.64,39.56,58.99,57.41,29.74,55.15,138.44,60.05,149.02,110.19,82.66,110.83,166.36,56.39,10.49,90.23,37.42,139.78,57.44,58.32,58.06,58.9,109.42,111.4,25.81,120.15,83.63,58.74,37.44,76.91,89.65,77.12,110.5,119.21,10.6,766.91
30.84,65.36,53.85,94.12,81.51,33.41,63.68,50.5,48.59,55.09,134.3,62.96,156.89,108.59,80.83,107.16,160.45,48.7,19.64,94.4,32.02,136.44,49.85,48.92,48.8,50.2,110.77,108.72,37.52,124.16,82.66,63.28,34.02,66,94.94,66.4,107.57,125.17,19.91,806.71
2.95,75.96,41.98,136.34,61.74,40.02,89.68,57.7,5.75,39.13,102.04,88.34,223.48,82.24,63.08,82.28,123.59,55.67,0.51,133.11,39.51,103.36,59.26,57.01,56.67,58.59,80.78,82.87,5.07,180.77,61.81,91.16,40.07,75.12,136.42,77.2,82.94,180.34,3.63,1024.43
5.73,75.84,38.54,105.2,58.46,37.75,69.33,56.15,11.21,37.25,93.12,70.68,175.09,73.45,56.23,74.45,110.88,56.06,3.14,103.86,36.93,93.25,54.34,55.98,55.32,57.45,75.17,74.63,10.03,141.33,57.34,68.8,37.84,72.65,103.88,73.94,73.91,138.96,4.96,821.63
15.43,77.42,12.98,60.79,19.22,39.14,41.44,57.96,25.43,12.31,34.94,42.05,102.67,25.08,19.42,25.1,37.72,59.29,12.01,61.05,40.46,33.68,58.99,58.56,60.7,59.47,25.78,26.17,19.97,83.61,18.43,41.25,37.04,80.37,61.99,81.12,25.41,82.38,9.03,536.88
